User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
1384,38,T-shirt,Nike,Kids' Fashion,76.0,3.3977,Yellow,S
1235,728,Dress,Zara,Men's Fashion,63.0,2.712,Yellow,S
1432,59,Dress,Nike,Kids' Fashion,93.0,3.377,Blue,M
4177,344,Dress,Nike,Kids' Fashion,44.0,2.8869,Blue,L
2389,838,Jeans,Zara,Men's Fashion,60.0,3.2282,Blue,S
1219,304,Dress,Adidas,Women's Fashion,85.0,2.1074,Green,M
3548,957,Jeans,Nike,Men's Fashion,57.0,5.0,White,L
4028,499,Dress,Adidas,Kids' Fashion,93.0,3.8772,White,L
1832,691,T-shirt,Adidas,Kids' Fashion,13.0,3.9605,Blue,XL
1055,680,Dress,Nike,Women's Fashion,55.0,5.0,Red,XL
1702,712,Shoes,Gucci,Kids' Fashion,100.0,5.0,Green,S
2118,768,Shoes,H&M,Women's Fashion,95.0,4.7122,White,M
1508,911,Jeans,Nike,Kids' Fashion,89.0,3.43,White,S
2309,560,Dress,Adidas,Women's Fashion,99.0,1.3072,Red,XL
3699,274,Dress,Adidas,Women's Fashion,18.0,1.7961,Red,S
2450,808,T-shirt,Adidas,Women's Fashion,26.0,4.6696,Yellow,L
555,733,Sweater,Adidas,Women's Fashion,75.0,5.0,Black,M
2123,393,Shoes,H&M,Men's Fashion,32.0,1.6295,Black,M
1502,806,Jeans,Zara,Women's Fashion,11.0,3.2828,Green,L
3973,141,Jeans,Nike,Women's Fashion,28.0,4.3162,Yellow,L
1188,23,Jeans,Zara,Kids' Fashion,91.0,4.5025,Yellow,M
2944,60,Shoes,H&M,Kids' Fashion,24.0,2.3324,Yellow,XL
1856,995,Sweater,Adidas,Kids' Fashion,58.0,5.0,Red,S
2018,698,Sweater,Zara,Men's Fashion,85.0,2.2728,White,XL
4674,858,T-shirt,Zara,Kids' Fashion,96.0,4.7453,Yellow,M
3782,185,Sweater,Gucci,Men's Fashion,34.0,1.5769,Yellow,L
2579,855,Jeans,H&M,Kids' Fashion,88.0,2.9429,Red,L
2521,775,Dress,H&M,Men's Fashion,60.0,3.753,White,M
4099,847,T-shirt,Gucci,Women's Fashion,10.0,1.8476,Green,S
4217,628,Sweater,Nike,Women's Fashion,64.0,4.35,Red,S
4993,304,Dress,Adidas,Women's Fashion,85.0,2.0621,Green,M
4568,224,T-shirt,Adidas,Women's Fashion,88.0,2.3645,White,L
1001,126,T-shirt,Nike,Kids' Fashion,55.0,5.0,Green,M
3793,847,T-shirt,Gucci,Women's Fashion,10.0,2.0031,Green,S
1323,914,T-shirt,H&M,Kids' Fashion,46.0,5.0,Red,L
480,532,Shoes,Zara,Men's Fashion,21.0,2.6136,Blue,L
4935,473,Dress,Nike,Women's Fashion,51.0,1.7947,Red,S
3595,829,Dress,Adidas,Men's Fashion,19.0,5.0,Black,XL
1552,60,Shoes,H&M,Kids' Fashion,24.0,1.253,Yellow,XL
6,567,Dress,Zara,Kids' Fashion,96.0,1.7214,Black,M
1858,27,T-shirt,Adidas,Kids' Fashion,72.0,3.4133,Red,L
3229,694,T-shirt,Adidas,Kids' Fashion,51.0,2.4215,Red,L
2551,493,Shoes,H&M,Kids' Fashion,88.0,4.3298,White,XL
576,662,Dress,Nike,Women's Fashion,14.0,3.4884,Black,S
2531,19,Shoes,Gucci,Women's Fashion,54.0,3.8856,White,M
2123,564,Shoes,Adidas,Kids' Fashion,31.0,4.0881,Blue,M
4341,105,Jeans,Zara,Women's Fashion,52.0,2.2976,Yellow,L
1026,602,Sweater,Zara,Women's Fashion,11.0,4.8479,White,L
2640,449,Shoes,H&M,Men's Fashion,82.0,4.8843,Black,XL
4374,872,Jeans,H&M,Women's Fashion,96.0,5.0,Black,M
4640,354,Dress,Gucci,Men's Fashion,74.0,5.0,Red,M
3406,736,T-shirt,Adidas,Men's Fashion,94.0,3.877,White,L
2862,654,Shoes,Zara,Kids' Fashion,42.0,4.4268,Blue,S
2957,332,Shoes,Zara,Men's Fashion,75.0,4.1605,Blue,M
4202,94,Shoes,Zara,Women's Fashion,21.0,4.7433,Yellow,XL
4134,356,Dress,Zara,Kids' Fashion,68.0,4.9442,Black,S
321,458,T-shirt,Gucci,Kids' Fashion,18.0,1.6573,Black,L
4289,5,T-shirt,Adidas,Men's Fashion,79.0,4.9298,Black,M
2426,169,Shoes,Zara,Men's Fashion,98.0,1.0,Black,XL
701,853,Dress,H&M,Kids' Fashion,20.0,3.8493,Green,L
1071,535,Jeans,Nike,Women's Fashion,87.0,1.7191,Red,L
1466,928,Sweater,Adidas,Kids' Fashion,10.0,5.0,Black,L
3504,747,Jeans,Adidas,Kids' Fashion,73.0,1.9673,White,XL
1033,946,Sweater,H&M,Women's Fashion,15.0,2.198,Red,S
1520,467,Jeans,Adidas,Women's Fashion,69.0,1.8104,Red,L
2132,962,Shoes,Adidas,Women's Fashion,97.0,3.6502,Green,L
3625,817,T-shirt,Adidas,Kids' Fashion,15.0,2.103,Black,XL
4640,448,Shoes,Gucci,Kids' Fashion,53.0,3.0307,Green,M
1505,1000,Shoes,Adidas,Women's Fashion,79.0,2.57,White,L
4683,273,Dress,Nike,Men's Fashion,29.0,1.7852,White,XL
1233,579,Shoes,Gucci,Women's Fashion,57.0,5.0,White,XL
3692,69,Sweater,Gucci,Women's Fashion,74.0,4.4777,Yellow,M
3783,566,Dress,Gucci,Kids' Fashion,80.0,4.2865,White,M
3700,379,Jeans,Nike,Women's Fashion,25.0,3.7686,White,M
4276,274,Dress,Adidas,Women's Fashion,18.0,3.5407,Red,S
1197,398,T-shirt,H&M,Men's Fashion,16.0,2.297,White,M
3824,861,Shoes,Gucci,Men's Fashion,98.0,4.8249,White,XL
3646,14,Dress,Zara,Women's Fashion,34.0,2.4326,White,L
3646,388,T-shirt,H&M,Men's Fashion,86.0,3.6827,Green,M
804,712,Shoes,Gucci,Kids' Fashion,100.0,5.0,Green,S
3803,381,Shoes,H&M,Men's Fashion,23.0,4.2743,Green,S
390,195,Shoes,Zara,Kids' Fashion,60.0,2.931,White,L
1661,398,T-shirt,H&M,Men's Fashion,16.0,1.937,White,M
985,447,Shoes,H&M,Kids' Fashion,27.0,4.6911,Yellow,XL
37,196,Jeans,Gucci,Kids' Fashion,17.0,1.636,Red,M
1865,174,Jeans,Adidas,Kids' Fashion,80.0,4.0257,Black,M
4701,529,Shoes,Gucci,Women's Fashion,59.0,3.7233,White,L
4498,415,Jeans,H&M,Kids' Fashion,41.0,2.4669,Yellow,L
4954,122,Sweater,H&M,Women's Fashion,36.0,4.5057,Blue,XL
895,236,Shoes,Zara,Men's Fashion,44.0,3.1418,White,S
2692,716,Shoes,Adidas,Men's Fashion,68.0,3.681,Red,S
3621,893,Shoes,H&M,Kids' Fashion,76.0,2.3064,Red,S
1436,799,Shoes,Adidas,Men's Fashion,20.0,2.9898,Yellow,XL
3577,4,Shoes,Zara,Men's Fashion,23.0,1.2794,White,S
2881,355,Sweater,Nike,Kids' Fashion,43.0,2.5442,Red,XL
3828,110,Sweater,Gucci,Women's Fashion,33.0,4.5297,Blue,XL
2970,86,Sweater,Zara,Men's Fashion,50.0,4.1194,Yellow,M
4792,45,Jeans,Gucci,Women's Fashion,85.0,4.9848,Red,L
4903,526,Jeans,Zara,Women's Fashion,70.0,3.0943,Red,L
3936,315,Jeans,Nike,Kids' Fashion,56.0,1.2053,White,XL
3403,379,Jeans,Nike,Women's Fashion,25.0,3.7854,White,M
2496,529,Shoes,Gucci,Women's Fashion,59.0,3.0383,White,L
3657,921,Jeans,Gucci,Men's Fashion,24.0,4.1701,Green,S
1029,964,Dress,Nike,Women's Fashion,31.0,5.0,White,S
4255,751,Jeans,Gucci,Kids' Fashion,72.0,3.1352,Blue,S
2225,23,Jeans,Zara,Kids' Fashion,91.0,4.6182,Yellow,M
114,428,T-shirt,Gucci,Kids' Fashion,34.0,2.2176,Green,M
287,529,Shoes,Gucci,Women's Fashion,59.0,2.0285,White,L
1505,787,Dress,H&M,Women's Fashion,96.0,3.9671,Blue,XL
1494,290,Sweater,Zara,Men's Fashion,13.0,4.068,White,S
4771,465,T-shirt,Gucci,Women's Fashion,17.0,2.3753,White,M
4299,759,Shoes,Gucci,Kids' Fashion,65.0,1.4043,Black,S
20,461,Shoes,Zara,Kids' Fashion,93.0,2.8551,Red,M
2111,200,Sweater,H&M,Men's Fashion,45.0,4.2086,Black,S
4818,288,Sweater,Nike,Men's Fashion,38.0,1.0512,Black,M
475,235,Shoes,Zara,Women's Fashion,50.0,2.2011,Green,L
2653,532,Shoes,Zara,Men's Fashion,21.0,2.9512,Blue,L
4217,479,Sweater,Nike,Men's Fashion,51.0,1.0,Green,XL
1111,947,T-shirt,Zara,Kids' Fashion,48.0,4.5854,White,S
513,148,Shoes,Adidas,Women's Fashion,82.0,2.8815,Black,L
4793,407,Shoes,Nike,Women's Fashion,78.0,3.4977,White,XL
4627,304,Dress,Adidas,Women's Fashion,85.0,1.7783,Green,M
1797,266,Jeans,Gucci,Kids' Fashion,62.0,2.4977,White,XL
4277,403,Shoes,Adidas,Men's Fashion,61.0,4.2458,Red,S
3829,456,Shoes,Gucci,Men's Fashion,14.0,5.0,Blue,M
1077,413,Jeans,Zara,Women's Fashion,21.0,5.0,Green,XL
1499,842,Jeans,Adidas,Men's Fashion,44.0,3.512,White,XL
3392,465,T-shirt,Gucci,Women's Fashion,17.0,1.0,White,M
3225,377,Shoes,Zara,Women's Fashion,54.0,4.5204,Black,L
1270,835,T-shirt,Nike,Kids' Fashion,84.0,3.6017,Yellow,XL
3295,652,Jeans,Zara,Kids' Fashion,74.0,1.5364,Yellow,L
798,942,Shoes,Adidas,Men's Fashion,49.0,2.5972,Green,L
818,165,Jeans,Gucci,Women's Fashion,67.0,2.6837,White,XL
3029,714,Shoes,Zara,Men's Fashion,35.0,2.3182,White,S
1301,704,T-shirt,Adidas,Kids' Fashion,38.0,5.0,Green,M
1833,292,T-shirt,Nike,Men's Fashion,63.0,3.2144,Green,S
211,92,Jeans,Adidas,Men's Fashion,100.0,2.7336,White,M
4340,37,Sweater,Zara,Kids' Fashion,48.0,4.685,Blue,S
3992,332,Shoes,Zara,Men's Fashion,75.0,4.1636,Blue,M
2609,784,Sweater,Zara,Men's Fashion,46.0,3.3024,White,M
1144,154,Dress,Zara,Men's Fashion,11.0,2.9249,Blue,L
3574,592,Jeans,Nike,Kids' Fashion,47.0,2.3174,Yellow,M
2608,358,Shoes,Adidas,Men's Fashion,55.0,1.6976,Blue,XL
2685,164,T-shirt,Nike,Men's Fashion,68.0,3.1529,Red,L
4667,681,Shoes,Zara,Kids' Fashion,24.0,4.7952,Black,L
2343,963,Shoes,H&M,Men's Fashion,21.0,4.7847,Black,XL
3314,56,Dress,Nike,Women's Fashion,53.0,2.1164,White,XL
1255,615,T-shirt,Nike,Kids' Fashion,67.0,3.7845,Red,L
4896,929,Shoes,Gucci,Kids' Fashion,33.0,4.4291,Blue,S
3370,594,Sweater,Nike,Kids' Fashion,86.0,3.2228,Yellow,S
3967,885,T-shirt,Zara,Kids' Fashion,94.0,3.8029,White,XL
614,111,Shoes,Zara,Women's Fashion,55.0,2.6852,Green,M
364,534,Dress,Adidas,Kids' Fashion,94.0,5.0,Yellow,M
2591,281,Jeans,H&M,Women's Fashion,67.0,2.0884,Green,S
3565,595,T-shirt,Gucci,Women's Fashion,96.0,3.9306,Blue,S
4710,493,Shoes,H&M,Kids' Fashion,88.0,3.0181,White,XL
2021,541,Jeans,Nike,Women's Fashion,17.0,1.9079,Green,S
3669,250,Dress,H&M,Women's Fashion,21.0,3.1987,Yellow,XL
3091,505,Dress,Zara,Women's Fashion,75.0,1.6337,Black,S
4528,234,Sweater,H&M,Kids' Fashion,55.0,1.792,White,S
293,347,Dress,H&M,Men's Fashion,18.0,1.0,Blue,XL
3892,416,Sweater,H&M,Women's Fashion,92.0,3.7872,Blue,S
4624,445,Sweater,H&M,Kids' Fashion,74.0,5.0,Yellow,L
4669,605,Jeans,Adidas,Women's Fashion,62.0,3.0136,Red,S
3073,868,Sweater,Gucci,Kids' Fashion,72.0,4.2865,Red,L
3391,881,Shoes,H&M,Men's Fashion,20.0,2.8615,Red,XL
1737,583,Dress,H&M,Kids' Fashion,64.0,4.8692,Green,L
4961,279,Shoes,Adidas,Kids' Fashion,11.0,2.9673,Yellow,M
928,513,Jeans,Zara,Men's Fashion,65.0,3.9833,Green,M
4692,619,T-shirt,Nike,Women's Fashion,97.0,1.0,Blue,M
1829,835,T-shirt,Nike,Kids' Fashion,84.0,3.9283,Yellow,XL
4580,357,T-shirt,Adidas,Kids' Fashion,15.0,3.5269,Yellow,L
4543,223,Jeans,Gucci,Women's Fashion,73.0,3.5267,White,XL
3677,323,Shoes,Zara,Women's Fashion,95.0,3.9176,Green,M
683,952,Dress,Zara,Women's Fashion,60.0,3.077,Black,L
4997,565,Sweater,Nike,Kids' Fashion,11.0,3.3918,White,L
2728,266,Jeans,Gucci,Kids' Fashion,62.0,1.8397,White,XL
4360,575,T-shirt,H&M,Kids' Fashion,72.0,5.0,White,L
4177,277,Dress,H&M,Kids' Fashion,49.0,2.047,White,M
2882,172,Jeans,Zara,Women's Fashion,32.0,5.0,Yellow,M
599,857,Dress,H&M,Men's Fashion,93.0,5.0,Blue,M
4207,880,Sweater,Zara,Kids' Fashion,48.0,2.8824,White,L
3931,123,Sweater,Nike,Women's Fashion,65.0,3.4303,Yellow,L
503,695,Dress,Zara,Women's Fashion,78.0,5.0,Red,XL
183,486,Jeans,Adidas,Women's Fashion,69.0,1.5902,Yellow,L
745,609,Sweater,Adidas,Kids' Fashion,75.0,4.5166,Red,S
4710,953,Jeans,Nike,Kids' Fashion,19.0,2.1598,Blue,L
4236,421,T-shirt,Nike,Kids' Fashion,89.0,2.257,White,M
2811,626,Jeans,Adidas,Men's Fashion,29.0,4.6909,Yellow,S
998,466,Sweater,H&M,Men's Fashion,37.0,1.5706,Black,L
2399,781,Sweater,Nike,Men's Fashion,85.0,5.0,Green,L
310,69,Sweater,Gucci,Women's Fashion,74.0,3.7582,Yellow,M
694,288,Sweater,Nike,Men's Fashion,38.0,2.4913,Black,M
4896,163,Dress,Nike,Women's Fashion,93.0,4.8569,Green,S
4177,521,T-shirt,Adidas,Men's Fashion,19.0,3.4133,White,M
1258,503,Sweater,Adidas,Kids' Fashion,16.0,3.9696,White,XL
3481,8,Sweater,Zara,Kids' Fashion,64.0,5.0,Blue,XL
2279,880,Sweater,Zara,Kids' Fashion,48.0,2.1274,White,L
1343,765,Sweater,H&M,Kids' Fashion,86.0,5.0,Blue,S
2313,135,Dress,Adidas,Kids' Fashion,14.0,3.8583,Blue,L
3303,823,T-shirt,H&M,Kids' Fashion,77.0,3.4771,White,L
4538,72,T-shirt,H&M,Women's Fashion,51.0,3.3161,Yellow,M
1106,817,T-shirt,Adidas,Kids' Fashion,15.0,1.7023,Black,XL
1817,866,Shoes,H&M,Men's Fashion,66.0,5.0,White,S
1225,490,T-shirt,Nike,Men's Fashion,41.0,2.9159,Green,L
4603,1000,Shoes,Adidas,Women's Fashion,79.0,3.5262,White,L
377,572,Sweater,H&M,Men's Fashion,63.0,4.6152,Blue,S
4783,718,T-shirt,Zara,Women's Fashion,30.0,1.6296,White,L
4892,780,T-shirt,Gucci,Kids' Fashion,89.0,2.738,Blue,XL
3122,912,Dress,Adidas,Men's Fashion,22.0,2.1905,Blue,L
4042,606,Dress,Nike,Women's Fashion,28.0,3.8194,White,S
4318,228,Shoes,H&M,Men's Fashion,15.0,2.8229,Green,S
3973,514,Dress,Adidas,Kids' Fashion,47.0,3.4701,White,M
424,721,Shoes,Zara,Kids' Fashion,77.0,2.9176,Blue,M
557,18,Jeans,Gucci,Women's Fashion,73.0,5.0,Red,XL
132,476,Shoes,H&M,Women's Fashion,70.0,4.7784,White,XL
442,1000,Shoes,Adidas,Women's Fashion,79.0,2.744,White,L
1964,80,Jeans,Nike,Kids' Fashion,21.0,2.3931,Red,XL
243,796,Jeans,H&M,Women's Fashion,86.0,2.0297,Black,M
3626,624,T-shirt,Nike,Women's Fashion,70.0,4.5641,White,L
2056,596,Dress,H&M,Women's Fashion,35.0,5.0,Black,L
3488,656,Jeans,Nike,Men's Fashion,79.0,5.0,White,M
2961,573,Shoes,Zara,Kids' Fashion,78.0,2.9156,White,L
3046,566,Dress,Gucci,Kids' Fashion,80.0,4.6922,White,M
2499,156,T-shirt,Adidas,Women's Fashion,21.0,1.0,Red,L
1426,964,Dress,Nike,Women's Fashion,31.0,4.9521,White,S
2202,586,Sweater,Nike,Kids' Fashion,99.0,1.6058,Yellow,M
727,252,Dress,H&M,Men's Fashion,25.0,2.3615,Blue,L
3279,802,Shoes,Gucci,Men's Fashion,26.0,4.0849,Green,XL
370,910,Sweater,Adidas,Kids' Fashion,34.0,1.0,Green,S
3105,266,Jeans,Gucci,Kids' Fashion,62.0,3.6684,White,XL
4817,540,Jeans,H&M,Kids' Fashion,80.0,1.3888,Yellow,M
2915,453,Shoes,Nike,Men's Fashion,34.0,3.4595,Red,S
1157,600,T-shirt,Adidas,Men's Fashion,97.0,1.6007,Yellow,M
1022,225,Dress,Nike,Men's Fashion,61.0,2.659,Yellow,S
600,882,Sweater,Gucci,Women's Fashion,57.0,1.6909,Yellow,XL
1602,309,Jeans,Gucci,Kids' Fashion,17.0,4.4042,Black,S
1388,69,Sweater,Gucci,Women's Fashion,74.0,4.8275,Yellow,M
2587,781,Sweater,Nike,Men's Fashion,85.0,5.0,Green,L
1034,444,Dress,Nike,Men's Fashion,31.0,2.193,White,XL
2118,52,Dress,Nike,Kids' Fashion,59.0,4.3502,Red,S
4319,100,Shoes,Adidas,Kids' Fashion,84.0,2.0252,Red,L
2102,411,Sweater,Nike,Men's Fashion,67.0,3.6187,Red,M
1077,800,T-shirt,H&M,Men's Fashion,38.0,5.0,Red,S
1653,971,Shoes,H&M,Men's Fashion,45.0,4.3357,Green,XL
856,775,Dress,H&M,Men's Fashion,60.0,3.6983,White,M
2319,492,Sweater,Zara,Kids' Fashion,69.0,2.2047,Blue,M
1292,126,T-shirt,Nike,Kids' Fashion,55.0,5.0,Green,M
4612,837,Shoes,Nike,Kids' Fashion,50.0,2.8835,Black,M
1579,305,Shoes,H&M,Women's Fashion,90.0,2.8329,White,L
4551,291,Dress,H&M,Women's Fashion,64.0,5.0,White,XL
1904,93,Shoes,Nike,Men's Fashion,70.0,4.7299,White,S
2739,643,T-shirt,Zara,Kids' Fashion,42.0,5.0,Black,L
3855,1,Dress,Adidas,Men's Fashion,40.0,1.0,Black,XL
1065,602,Sweater,Zara,Women's Fashion,11.0,4.516,White,L
3752,139,Sweater,Gucci,Women's Fashion,45.0,3.8011,Blue,XL
4305,286,T-shirt,H&M,Kids' Fashion,13.0,3.5062,White,XL
1502,418,Jeans,Zara,Men's Fashion,34.0,5.0,Blue,S
4325,148,Shoes,Adidas,Women's Fashion,82.0,4.1374,Black,L
823,850,T-shirt,Nike,Kids' Fashion,73.0,1.9173,Yellow,L
4042,777,Jeans,Adidas,Kids' Fashion,88.0,1.8154,Green,M
247,918,Shoes,H&M,Kids' Fashion,73.0,5.0,Red,XL
2879,827,Shoes,Nike,Women's Fashion,92.0,2.4767,Red,XL
2777,339,Dress,Gucci,Women's Fashion,74.0,3.2519,White,M
502,498,Dress,Zara,Men's Fashion,59.0,3.0123,Yellow,XL
769,344,Dress,Nike,Kids' Fashion,44.0,3.9276,Blue,L
218,570,T-shirt,Adidas,Women's Fashion,54.0,1.1694,Black,S
3924,832,Jeans,Nike,Women's Fashion,87.0,2.1201,Blue,L
1032,218,Sweater,Gucci,Men's Fashion,69.0,2.7981,Red,M
4403,557,Shoes,Adidas,Women's Fashion,85.0,1.2917,Black,M
4891,660,Dress,Adidas,Kids' Fashion,41.0,2.6256,Blue,S
2553,848,Shoes,Nike,Kids' Fashion,31.0,4.7913,White,L
1529,928,Sweater,Adidas,Kids' Fashion,10.0,4.2003,Black,L
3580,747,Jeans,Adidas,Kids' Fashion,73.0,2.2984,White,XL
2965,268,Jeans,Adidas,Kids' Fashion,22.0,3.7546,Yellow,L
2449,810,Jeans,Zara,Kids' Fashion,39.0,1.0,Black,M
1300,249,Jeans,H&M,Kids' Fashion,41.0,1.8657,Black,XL
4841,762,Jeans,Nike,Kids' Fashion,50.0,4.3158,Blue,XL
349,693,Shoes,Nike,Men's Fashion,62.0,2.8816,Green,L
2691,239,Shoes,Gucci,Kids' Fashion,93.0,4.5693,White,L
1581,218,Sweater,Gucci,Men's Fashion,69.0,2.988,Red,M
477,624,T-shirt,Nike,Women's Fashion,70.0,4.7497,White,L
2487,560,Dress,Adidas,Women's Fashion,99.0,1.0,Red,XL
2841,55,Sweater,Adidas,Kids' Fashion,76.0,2.245,Red,S
162,49,Sweater,Gucci,Kids' Fashion,52.0,2.1909,Green,XL
2733,18,Jeans,Gucci,Women's Fashion,73.0,4.628,Red,XL
69,921,Jeans,Gucci,Men's Fashion,24.0,3.5416,Green,S
207,562,T-shirt,Zara,Kids' Fashion,29.0,4.8003,Green,L
849,521,T-shirt,Adidas,Men's Fashion,19.0,4.2781,White,M
1038,358,Shoes,Adidas,Men's Fashion,55.0,1.4296,Blue,XL
3489,644,Shoes,H&M,Kids' Fashion,79.0,1.0,White,M
407,460,Jeans,H&M,Kids' Fashion,94.0,2.8294,Black,L
4461,378,T-shirt,Nike,Men's Fashion,45.0,4.9155,Red,S
424,633,Dress,Nike,Women's Fashion,72.0,4.4018,Red,L
2797,351,Jeans,Nike,Women's Fashion,95.0,5.0,Red,XL
1513,293,Sweater,Nike,Men's Fashion,96.0,3.2598,Black,XL
2378,803,Sweater,Nike,Men's Fashion,13.0,2.2308,Blue,XL
1363,688,Sweater,H&M,Kids' Fashion,91.0,2.3931,White,XL
2916,187,Jeans,Zara,Women's Fashion,36.0,3.2145,Green,S
4817,559,Shoes,Gucci,Women's Fashion,10.0,4.7897,Red,XL
3403,17,Dress,Gucci,Women's Fashion,75.0,1.6446,Blue,XL
2404,981,Shoes,Nike,Women's Fashion,97.0,3.9559,White,XL
1985,149,Jeans,Adidas,Women's Fashion,56.0,4.0476,Green,M
1774,825,T-shirt,Zara,Men's Fashion,12.0,2.1486,White,M
2863,667,Shoes,Nike,Kids' Fashion,64.0,2.342,Blue,XL
3721,719,Dress,H&M,Women's Fashion,34.0,2.417,Blue,M
3122,534,Dress,Adidas,Kids' Fashion,94.0,5.0,Yellow,M
4730,945,Jeans,Gucci,Kids' Fashion,58.0,2.2933,Red,L
2954,361,Sweater,H&M,Kids' Fashion,62.0,2.0916,Blue,XL
3920,65,Shoes,H&M,Kids' Fashion,33.0,2.8805,Yellow,XL
3416,68,T-shirt,Gucci,Women's Fashion,76.0,5.0,Red,S
3,865,Jeans,Gucci,Women's Fashion,80.0,1.1954,Yellow,M
2563,665,T-shirt,H&M,Women's Fashion,25.0,4.7896,Red,S
2307,204,T-shirt,Zara,Kids' Fashion,81.0,1.9227,Black,M
2843,485,Dress,H&M,Women's Fashion,70.0,3.3834,Black,S
3279,882,Sweater,Gucci,Women's Fashion,57.0,2.7166,Yellow,XL
4277,815,Sweater,Zara,Women's Fashion,16.0,4.3996,Black,S
4858,746,Shoes,Gucci,Kids' Fashion,21.0,1.8048,Black,S
301,506,Shoes,Nike,Women's Fashion,51.0,3.9342,Blue,M
424,208,Jeans,Zara,Men's Fashion,79.0,3.8537,White,M
3305,883,Shoes,Nike,Kids' Fashion,49.0,2.5844,Yellow,L
1050,752,Dress,Gucci,Men's Fashion,72.0,2.8054,Blue,L
4237,381,Shoes,H&M,Men's Fashion,23.0,4.3069,Green,S
2710,438,T-shirt,Adidas,Kids' Fashion,86.0,4.9975,Yellow,XL
2479,1,Dress,Adidas,Men's Fashion,40.0,1.7814,Black,XL
4537,53,T-shirt,Nike,Men's Fashion,16.0,1.5266,Red,M
1327,884,Dress,Zara,Men's Fashion,51.0,2.8649,Green,L
1955,442,T-shirt,H&M,Men's Fashion,74.0,3.9696,Red,S
3236,457,Jeans,Gucci,Women's Fashion,36.0,1.6655,Green,M
3570,440,Dress,Zara,Women's Fashion,83.0,4.8199,White,L
2521,788,Jeans,Adidas,Kids' Fashion,74.0,3.4585,Red,S
4039,575,T-shirt,H&M,Kids' Fashion,72.0,4.5635,White,L
1673,675,Sweater,Nike,Kids' Fashion,29.0,1.4602,Green,XL
3232,93,Shoes,Nike,Men's Fashion,70.0,5.0,White,S
3450,370,T-shirt,Nike,Kids' Fashion,58.0,2.1576,White,S
3390,84,Sweater,Adidas,Women's Fashion,42.0,2.7954,Red,L
929,206,Jeans,Nike,Kids' Fashion,56.0,4.3944,Yellow,XL
3595,455,T-shirt,Gucci,Women's Fashion,51.0,1.0,Blue,M
3219,400,Jeans,H&M,Women's Fashion,91.0,3.198,Green,S
4617,278,Jeans,Gucci,Men's Fashion,98.0,2.5047,Black,L
